id_cliente,ano_nascimento,nivel_educacao,estado_civil,salario_anual_dolar,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha,recencia,frequencia,valor_monetario
7786,1986,Pós-graduação,Solteiro,29999,1,0,2021-02-13,0,1339,7,160
2861,1983,Ensino Superior,Solteiro,24072,1,0,2021-04-16,0,1545,3,23
663,1989,Pós-graduação,Solteiro,33996,0,0,2021-09-11,0,1379,4,71
10675,1956,Pós-graduação,Casado,66334,0,1,2021-04-03,1,1215,14,1161
2521,1971,Pós-graduação,Casado,35178,1,0,2021-01-10,1,1574,3,59
9592,1983,Ensino Superior,União estável,22010,1,0,2021-06-30,0,1423,5,33
10151,1960,Ensino Superior,Divorciado,62204,0,2,2020-09-12,0,1147,16,946
7381,1968,Ensino Superior,Divorciado,75693,0,0,2020-12-06,1,1135,17,1442
4099,1972,Ensino Superior,Casado,30675,1,0,2020-11-12,0,1663,4,62
9560,1965,Ensino Superior,União estável,83003,0,0,2021-03-03,1,1124,15,1674
1150,1899,Pós-graduação,União estável,83532,0,0,2021-09-26,0,1243,8,1853
10172,1988,Ensino Superior,Solteiro,68655,0,0,2020-08-10,0,1287,15,1538
11191,1986,Ensino Superior,Divorciado,41411,0,0,2021-12-07,0,1060,6,139
9707,1969,Pós-graduação,Casado,55212,0,1,2020-11-23,0,1266,15,1182
6245,1950,Pós-graduação,União estável,59292,0,1,2021-06-13,0,1180,11,507
8234,1973,Ensino Médio,União estável,27190,1,0,2021-08-15,1,1352,3,18
1411,1952,Ensino Superior,Divorciado,82623,0,0,2021-11-10,0,1083,6,940
8553,1965,Ensino Superior,Casado,44300,1,1,2021-06-23,0,1281,4,42
1826,1970,Ensino Superior,Divorciado,84835,0,0,2022-06-16,1,1035,10,1190
8842,1971,Ensino Superior,Viúva/Viúvo,30372,1,1,2020-12-25,0,1248,5,44
11030,1976,Pós-graduação,Casado,33181,1,0,2022-01-03,0,1147,3,16
2579,1957,Ensino Superior,Casado,71113,0,1,2021-12-17,0,1068,15,835
175,1986,Ensino Superior,Casado,71952,1,0,2021-01-10,0,1079,16,1443
9185,1966,Pós-graduação,Solteiro,69759,0,0,2021-10-28,1,1161,9,1029
11056,1974,Ensino Superior,Casado,72099,0,0,2020-10-27,0,1090,13,1188
9365,1976,Pós-graduação,Solteiro,60000,0,1,2020-12-22,0,1048,16,1277
6201,1978,Ensino Superior,Solteiro,38643,1,1,2021-11-29,0,1099,5,49
2061,1955,Ensino Superior,Casado,50737,0,1,2021-05-11,0,1445,6,99
6184,1969,Pós-graduação,Casado,68462,0,0,2020-12-12,0,1256,11,1670
6142,1943,Pós-graduação,Casado,65073,0,0,2021-08-20,0,1177,10,900
4107,1948,Pós-graduação,União estável,46681,0,2,2021-10-08,0,1045,8,425
7274,1957,Ensino Superior,Casado,78618,0,0,2020-09-28,0,1109,14,2153
9336,1969,Pós-graduação,Viúva/Viúvo,62187,0,1,2022-03-22,0,1020,16,636
2958,1978,Ensino Superior,Casado,28442,2,0,2022-02-24,0,1096,6,57
933,1978,Pós-graduação,Casado,37717,1,0,2020-11-23,0,1376,3,25
5837,1967,Ensino Superior,Casado,51479,1,1,2020-12-28,0,1239,12,494
10704,1969,Ensino Superior,Solteiro,54803,0,1,2020-08-21,0,1070,15,693
5125,1960,Ensino Superior,Casado,79530,0,0,2021-05-17,0,1187,15,1348
4432,1976,Ensino Superior,Divorciado,31615,1,0,2021-03-16,0,1375,5,51
5955,1962,Ensino Superior,União estável,72025,0,0,2020-11-17,0,1284,12,1932
2928,1975,Pós-graduação,Solteiro,52614,0,1,2020-12-01,0,1299,10,990
5680,1984,Ensino Médio,Casado,35684,1,0,2022-04-22,0,1041,4,30
10313,1975,Ensino Superior,Casado,48178,1,1,2020-10-28,0,1310,9,254
2557,1970,Pós-graduação,Solteiro,29548,1,0,2021-08-29,0,1396,3,29
1245,1966,Ensino Superior,Solteiro,63810,0,1,2020-11-11,0,1148,16,1371
1519,1972,Pós-graduação,Solteiro,38578,1,1,2021-06-22,1,1098,6,73
10703,1975,Pós-graduação,Solteiro,46098,1,1,2020-08-18,0,1280,5,120
1726,1970,Ensino Superior,Solteiro,22585,0,0,2021-03-18,1,1308,3,81
4459,1989,Ensino Superior,Solteiro,30279,1,0,2020-12-30,0,1504,4,37
1729,1961,Pós-graduação,União estável,66426,0,1,2021-10-02,0,1089,13,1377
1517,1969,Ensino Superior,Solteiro,30822,1,0,2021-06-14,0,1358,4,51
2098,1969,Pós-graduação,Casado,33581,2,0,2021-01-08,0,1738,3,17
9543,1985,Ensino Superior,Casado,19986,1,0,2021-11-14,0,1105,3,22
6878,1954,Ensino Superior,Viúva/Viúvo,27421,0,0,2020-12-12,0,1171,10,324
3310,1973,Ensino Médio,Casado,35688,2,1,2020-08-22,0,1321,8,211
2724,1981,Pós-graduação,Solteiro,36143,1,0,2022-03-30,0,1106,2,19
948,1971,Ensino Superior,Solteiro,10245,1,0,2021-05-15,0,1454,3,41
6720,1968,Pós-graduação,União estável,43795,0,1,2021-10-16,1,1104,11,492
6202,1960,Ensino Superior,União estável,63381,0,1,2020-10-05,0,1128,17,1005
2066,1949,Ensino Superior,União estável,38823,0,1,2020-08-30,0,1068,5,114
9799,1968,Pós-graduação,Divorciado,83664,1,1,2021-05-08,0,1144,14,1173
8318,1979,Ensino Superior,União estável,90300,0,0,2022-01-03,0,1020,13,1738
5642,1979,Pós-graduação,União estável,62499,1,0,2021-12-09,0,1033,9,222
2669,1993,Ensino Superior,Solteiro,74293,0,0,2022-05-04,0,1055,11,1127
455,1946,Pós-graduação,Casado,51012,0,0,2021-04-18,0,1389,8,209
7683,1968,Pós-graduação,Casado,70777,0,1,2022-02-25,0,1021,17,787
3428,1991,Pós-graduação,União estável,68682,0,0,2021-10-06,0,1094,14,1598
7414,1971,Ensino Superior,Casado,43824,1,1,2020-09-15,0,1436,7,186
6354,1984,Ensino Superior,União estável,15345,1,0,2020-08-31,1,1805,3,47
798,1987,Ensino Superior,Solteiro,23442,1,0,2020-12-24,0,1579,4,27
8213,1980,Ensino Médio,União estável,14515,1,0,2020-11-09,1,1292,5,96
2488,1956,Ensino Médio,Divorciado,31395,1,1,2021-03-23,0,1327,5,64
9999,1965,Ensino Superior,União estável,75276,0,0,2020-09-27,0,1241,18,1040
7617,1974,Ensino Superior,Solteiro,42373,1,1,2021-08-15,0,1121,7,163
615,1960,Ensino Superior,União estável,30507,0,0,2021-03-11,0,1192,9,343
2552,1955,Pós-graduação,Solteiro,55521,1,2,2021-10-22,1,1105,12,446
194,1965,Ensino Superior,Casado,48006,1,1,2022-06-09,0,1029,4,41
3645,1972,Pós-graduação,Solteiro,27213,1,0,2020-08-30,1,1239,6,70
8890,1971,Pós-graduação,Divorciado,65808,1,1,2022-05-30,0,1061,10,272
5049,1974,Pós-graduação,União estável,30351,1,0,2021-06-06,0,1259,5,46
9973,1963,Ensino Superior,Casado,50437,0,2,2020-10-17,0,1430,15,490
7301,1982,Ensino Médio,Solteiro,23616,1,0,2020-11-17,1,1267,6,79
10882,1976,Ensino Superior,Casado,53858,0,1,2020-11-09,0,1295,10,915
7030,1955,Pós-graduação,Casado,66465,0,1,2021-03-30,0,1092,23,1485
7422,1987,Ensino Superior,Solteiro,46923,1,0,2020-08-22,0,1138,12,369
3523,1962,Ensino Superior,União estável,75072,0,1,2021-01-23,0,1085,13,1073
7106,1943,Pós-graduação,Casado,75865,0,0,2022-03-31,0,1057,13,1242
6504,1975,Ensino Médio,União estável,19789,1,0,2021-11-20,0,1101,5,78
5067,1994,Ensino Superior,União estável,80134,0,0,2022-02-14,0,1048,13,1378
4216,1981,Ensino Superior,Solteiro,91065,0,0,2021-02-22,1,1107,16,1474
8581,1971,Pós-graduação,Casado,49505,1,1,2021-03-05,0,1185,18,751
5929,1973,Pós-graduação,Casado,37401,1,0,2022-05-06,0,1082,5,48
3129,1983,Ensino Superior,Casado,30096,1,0,2022-05-22,0,1022,5,45
6528,1982,Pós-graduação,União estável,18492,1,0,2022-06-05,0,1156,3,10
1361,1974,Pós-graduação,Casado,82584,0,0,2021-06-04,1,1122,11,1435
6932,1941,Pós-graduação,Casado,93027,0,0,2021-04-13,0,1242,12,2119
7284,1953,Ensino Superior,Casado,48686,1,2,2021-12-04,0,1282,3,20
1340,1986,Ensino Superior,Casado,92910,0,0,2022-04-24,0,1029,19,1795
8746,1989,Ensino Superior,Casado,75433,1,0,2022-04-05,0,1046,12,1188
5987,1989,Ensino Médio,União estável,10404,1,0,2022-05-04,0,1029,5,43
3767,1968,Ensino Superior,Casado,61314,0,1,2021-04-25,0,1194,17,1008
3725,1961,Pós-graduação,Solteiro,84865,0,0,2021-05-09,1,1146,11,1688
4324,1989,Ensino Superior,Casado,42387,1,0,2020-10-29,0,1310,15,684
238,1967,Ensino Médio,União estável,67309,1,1,2021-01-23,0,1155,18,1082
6694,1964,Ensino Superior,Casado,75236,0,1,2021-11-25,0,1033,21,1068
498,1970,Ensino Superior,Solteiro,30015,1,0,2022-02-02,0,1036,5,57
9347,1956,Pós-graduação,União estável,50943,0,1,2021-06-21,0,1443,4,46
9699,1966,Ensino Superior,Divorciado,67272,0,1,2021-12-21,0,1059,18,733
10664,1949,Pós-graduação,Viúva/Viúvo,51529,0,1,2021-09-07,0,1159,14,467
5455,1971,Pós-graduação,Casado,32011,1,0,2021-08-22,0,1155,6,122
456,1986,Ensino Médio,Casado,7500,1,0,2021-02-07,0,1350,5,36
5012,1989,Ensino Superior,Casado,28691,1,0,2021-07-04,0,1356,4,34
7495,1948,Pós-graduação,Casado,56223,0,1,2021-12-20,0,1037,7,156
5029,1946,Ensino Superior,Casado,18100,0,0,2021-08-06,0,1440,3,14
10642,1989,Ensino Superior,Solteiro,30279,1,0,2020-12-30,0,1510,4,37
2106,1974,Ensino Médio,Casado,20130,0,0,2022-03-17,0,1113,4,34
10364,1959,Ensino Superior,Divorciado,23295,0,0,2021-07-13,0,1181,3,20
5954,1972,Pós-graduação,Divorciado,42618,1,0,2021-10-09,0,1113,9,192
1137,1964,Ensino Superior,Solteiro,81246,0,0,2021-12-29,0,1093,11,1379
2541,1976,Ensino Superior,Casado,24027,1,0,2021-06-09,0,1326,5,48
1142,1953,Pós-graduação,Casado,55707,0,1,2021-12-22,0,1039,12,428
2276,1955,Ensino Superior,Solteiro,57959,0,1,2021-05-02,0,1125,15,868
2807,1969,Ensino Superior,Casado,56796,0,1,2021-02-16,0,1097,15,1001
6471,1971,Pós-graduação,Solteiro,36230,1,0,2021-10-17,0,1128,6,59
6131,1980,Ensino Médio,Casado,70829,1,1,2021-12-01,0,1023,12,431
6233,1976,Ensino Superior,Casado,65991,0,1,2020-09-07,0,1147,19,971
4148,1972,Ensino Superior,Casado,38988,1,2,2020-08-20,0,1063,11,348
4947,1966,Ensino Médio,Solteiro,89572,0,0,2020-09-15,1,1297,16,2059
3225,1984,Pós-graduação,Casado,42207,1,0,2021-04-01,1,1228,9,265
7540,1952,Ensino Superior,Casado,50300,0,1,2022-05-25,0,1024,10,270
10648,1982,Ensino Médio,União estável,66664,0,0,2020-09-25,0,1146,11,1289
1992,1964,Ensino Superior,Casado,60597,0,1,2022-01-01,1,1075,10,893
7851,1949,Ensino Superior,Viúva/Viúvo,70165,0,0,2021-09-22,0,1098,14,926
8594,1958,Pós-graduação,Viúva/Viúvo,50520,0,1,2022-01-28,0,1034,6,135
7059,1963,Ensino Superior,Casado,80124,0,0,2022-06-26,0,1032,11,1495
2815,1975,Ensino Superior,Casado,33183,1,0,2022-02-24,0,1062,7,120
2416,1969,Pós-graduação,Solteiro,66582,0,0,2022-03-03,0,1023,11,1288
7999,1955,Pós-graduação,União estável,75261,0,0,2021-04-23,1,1189,10,1743
9213,1970,Ensino Superior,Viúva/Viúvo,31880,1,0,2020-10-31,0,1636,3,15
9697,1951,Ensino Superior,Casado,53790,0,2,2022-03-06,0,1033,15,542
3916,1971,Pós-graduação,União estável,49269,1,0,2020-08-15,0,1187,19,890
2021,1975,Ensino Superior,Casado,61456,0,1,2021-03-27,0,1160,19,1388
1581,1980,Ensino Superior,Casado,37406,1,0,2021-10-10,1,1097,3,17
564,1981,Pós-graduação,União estável,56937,1,0,2020-08-04,1,1214,17,906
6619,1978,Ensino Superior,Casado,38415,1,1,2021-01-02,0,1179,4,44
9081,1988,Ensino Superior,Solteiro,20518,1,0,2022-05-18,0,1154,3,25
178,1956,Ensino Superior,Casado,62503,0,1,2021-02-18,0,1107,19,973
916,1972,Pós-graduação,Solteiro,41644,1,1,2022-05-09,0,1084,4,31
5512,1977,Pós-graduação,Casado,55842,0,1,2022-05-23,0,1036,15,518
8970,1972,Pós-graduação,Casado,62010,0,1,2020-10-23,0,1136,13,530
10581,1977,Ensino Superior,Casado,41124,1,0,2020-10-31,0,1083,11,506
5300,1973,Pós-graduação,Casado,38961,1,0,2021-12-30,0,1029,4,70
5154,1972,Pós-graduação,Divorciado,37760,1,0,2021-08-11,0,1223,5,54
8346,1974,Ensino Superior,Solteiro,32233,1,0,2020-08-19,1,1191,8,296
1676,1975,Ensino Superior,Casado,43057,0,1,2021-10-30,0,1116,9,266
9286,1960,Pós-graduação,União estável,83151,0,0,2020-10-10,0,1297,9,747
2426,1964,Pós-graduação,Divorciado,78825,0,0,2020-09-14,1,1312,18,895
5172,1976,Pós-graduação,União estável,65104,0,1,2021-11-14,0,1022,10,1053
5562,1974,Ensino Superior,Casado,60093,0,1,2021-06-26,0,1162,17,735
3436,1969,Ensino Superior,Casado,14045,1,0,2022-01-26,0,1203,4,20
3921,1952,Ensino Médio,Viúva/Viúvo,28457,0,0,2020-10-28,0,1348,8,205
3403,1958,Pós-graduação,União estável,78952,0,1,2020-09-24,0,1265,14,2092
22,1976,Ensino Superior,Divorciado,46310,1,0,2020-12-03,0,1244,11,309
10965,1955,Ensino Superior,União estável,76005,0,0,2021-02-22,0,1284,16,1722
9426,1964,Pós-graduação,Solteiro,58308,0,1,2021-01-12,0,1480,5,900
6605,1944,Pós-graduação,Divorciado,55614,0,0,2021-11-27,0,1077,15,682
3136,1962,Pós-graduação,Divorciado,59432,0,1,2021-04-13,0,1208,16,663
8737,1978,Ensino Superior,Divorciado,55563,0,1,2022-04-05,0,1021,5,43
11088,1971,Pós-graduação,União estável,78642,0,1,2021-04-21,0,1291,8,1816
716,1949,Pós-graduação,União estável,67911,0,1,2022-05-22,0,1034,17,976
466,1944,Ensino Superior,Casado,65275,0,0,2021-04-03,0,1168,17,746
9135,1950,Ensino Superior,União estável,27203,1,1,2020-08-06,0,1792,3,64
10623,1961,Pós-graduação,União estável,48330,0,1,2021-11-15,0,1023,4,32
8151,1990,Ensino Médio,Casado,24279,0,0,2020-12-29,0,1215,7,263
5140,1985,Pós-graduação,Casado,64355,1,0,2020-08-24,0,1150,16,1445
10160,1956,Pós-graduação,União estável,50943,0,1,2021-06-21,0,1385,4,46
4945,1953,Ensino Superior,Viúva/Viúvo,53653,0,0,2020-11-07,0,1242,22,1210
10584,1976,Ensino Superior,Casado,65665,0,1,2021-12-02,0,1040,13,945
6071,1989,Ensino Superior,Solteiro,81217,0,0,2021-07-19,0,1062,14,1157
3386,1992,Ensino Superior,Casado,34935,0,0,2021-06-21,0,1203,6,137
8939,1959,Ensino Superior,Divorciado,61250,0,1,2020-12-16,0,1319,17,730
9925,1981,Pós-graduação,União estável,39665,1,0,2021-05-25,0,1274,7,216
4320,1979,Ensino Superior,Solteiro,60152,0,1,2021-03-28,0,1104,18,943
5389,1964,Ensino Superior,Casado,48920,0,2,2021-10-20,0,1126,11,347
6036,1959,Pós-graduação,União estável,89120,0,0,2022-03-17,0,1026,12,1924
182,1946,Pós-graduação,União estável,44124,0,1,2021-05-11,0,1100,11,397
203,1975,Pós-graduação,Solteiro,81169,0,0,2021-04-14,0,1106,14,2089
11025,1961,Ensino Superior,Casado,36443,1,1,2021-02-03,0,1129,6,138
10203,1990,Ensino Superior,Solteiro,26095,1,0,2021-06-30,0,1478,4,42
4607,1959,Ensino Superior,União estável,71367,0,0,2021-08-23,0,1274,11,777
3711,1944,Pós-graduação,Casado,80184,0,0,2022-03-01,0,1041,16,1902
3696,1965,Ensino Superior,Divorciado,30630,1,1,2022-01-27,0,1238,5,52
2532,1987,Pós-graduação,Solteiro,73454,0,0,2022-03-01,0,1148,8,1651
9214,1991,Ensino Superior,Casado,42691,0,0,2021-08-16,0,1228,11,358
4943,1953,Ensino Superior,Casado,70503,0,0,2020-09-30,0,1537,11,1727
35,1987,Ensino Superior,Casado,25545,1,0,2020-09-08,1,1345,5,210
2258,1986,Ensino Superior,Casado,32880,1,0,2020-12-04,0,1065,4,42
4322,1958,Pós-graduação,União estável,77863,0,0,2021-11-27,0,1021,14,1291
713,1977,Pós-graduação,Casado,50353,0,0,2022-06-08,0,1033,10,442
4702,1964,Ensino Superior,Solteiro,61839,0,0,2020-08-12,0,1267,8,1895
3281,1960,Pós-graduação,Casado,49154,1,1,2021-11-03,0,1073,12,411
702,1975,Ensino Médio,Viúva/Viúvo,47682,0,1,2021-02-15,0,1371,12,521
2004,1969,Ensino Superior,Solteiro,72679,0,1,2021-09-18,0,1076,9,1168
4769,1977,Pós-graduação,União estável,57954,1,1,2022-06-18,0,1026,14,493
4437,1962,Ensino Superior,Casado,65316,1,1,2021-04-24,0,1490,8,260
8724,1982,Ensino Superior,Solteiro,28567,1,0,2021-06-17,0,1464,5,46
10741,1951,Pós-graduação,União estável,47352,0,1,2021-04-11,0,1116,11,319
1991,1967,Ensino Superior,União estável,44931,0,1,2022-01-18,0,1168,5,96
6931,1967,Ensino Superior,Divorciado,76982,0,0,2022-02-15,1,1064,12,1062
11096,1952,Ensino Médio,União estável,57247,0,1,2021-08-08,0,1176,9,232
304,1981,Pós-graduação,Solteiro,22944,1,0,2021-12-23,0,1034,6,76
3665,1977,Ensino Médio,União estável,25315,1,0,2021-11-07,0,1028,6,54
10591,1969,Ensino Superior,Viúva/Viúvo,43638,0,1,2020-08-06,0,1166,8,201
5036,1984,Pós-graduação,Solteiro,42710,1,0,2020-11-28,0,1144,7,406
5547,1982,Pós-graduação,Casado,84169,0,0,2021-08-07,1,1149,13,1919
7822,1976,Ensino Superior,União estável,54058,0,1,2021-06-04,0,1074,12,662
8541,1990,Ensino Médio,Casado,24683,1,0,2022-03-08,0,1055,6,41
10955,1964,Ensino Superior,Viúva/Viúvo,85620,0,0,2022-01-07,1,1056,7,1600
4368,1980,Ensino Superior,Casado,47850,1,0,2021-12-03,0,1040,7,134
9671,1968,Ensino Superior,Casado,19514,1,1,2022-01-26,1,1039,5,69
2256,1973,Pós-graduação,Casado,27159,1,1,2022-03-29,0,1203,4,21
4279,1963,Ensino Médio,Solteiro,39548,1,1,2022-03-31,0,1274,4,54
5371,1989,Ensino Superior,Solteiro,21474,1,0,2022-04-08,1,1164,5,91
9240,1971,Pós-graduação,Solteiro,60504,0,1,2022-02-07,0,1022,14,526
9460,1963,Ensino Superior,Casado,22419,0,0,2021-04-18,0,1334,5,162
9504,1949,Pós-graduação,Casado,81698,0,0,2021-11-06,1,1038,16,1008
8692,1952,Ensino Superior,União estável,43462,1,1,2020-09-12,0,1509,9,240
448,1978,Pós-graduação,Solteiro,54880,1,0,2021-03-01,0,1254,17,795
8314,1982,Ensino Superior,Casado,79908,0,0,2021-04-05,0,1190,12,1772
8420,1970,Ensino Médio,Casado,15315,0,0,2021-08-03,0,1248,6,64
3174,1959,Ensino Superior,União estável,87771,0,1,2021-05-22,1,1333,9,1957
7685,1978,Ensino Superior,Casado,33039,1,0,2021-09-09,0,1386,6,78
3179,1980,Ensino Superior,Solteiro,81741,0,0,2021-06-16,0,1130,13,1572
9780,1971,Pós-graduação,União estável,71499,0,1,2021-06-25,0,1150,21,795
10681,1970,Ensino Médio,Casado,62466,0,1,2022-01-15,0,1026,18,889
10232,1963,Pós-graduação,Divorciado,48799,0,1,2021-11-05,0,1057,10,331
4184,1950,Pós-graduação,União estável,52157,0,1,2022-06-07,0,1046,8,265
9120,1962,Ensino Superior,Solteiro,66565,0,1,2020-12-05,0,1293,13,1065
891,1951,Pós-graduação,União estável,29298,1,1,2021-09-07,0,1236,3,11
10381,1979,Ensino Superior,Solteiro,47691,0,1,2021-07-05,0,1185,3,21
3525,1970,Ensino Superior,União estável,38200,1,1,2020-12-07,0,1191,3,17
6818,1974,Ensino Superior,Casado,44989,0,1,2020-09-12,0,1357,10,369
3526,1968,Pós-graduação,Casado,38443,1,1,2022-01-27,0,1273,4,38
8181,1978,Ensino Médio,Solteiro,38593,1,0,2021-09-13,0,1226,7,177
1029,1970,Pós-graduação,União estável,64413,0,1,2021-08-01,0,1091,10,279
7369,1981,Pós-graduação,Casado,36959,1,0,2021-10-02,0,1394,5,62
2574,1977,Pós-graduação,Casado,61996,0,1,2021-01-31,1,1214,14,1230
8159,1968,Ensino Superior,Casado,51287,1,1,2022-04-01,0,1040,7,182
1160,1970,Ensino Superior,Casado,13260,1,1,2021-08-23,0,1259,6,49
10242,1966,Pós-graduação,União estável,47472,1,1,2021-09-16,0,1164,6,75
5253,1956,Pós-graduação,União estável,54603,1,1,2021-07-09,0,1118,8,227
5966,1974,Pós-graduação,Casado,45207,1,1,2020-11-10,0,1220,9,215
5314,1951,Ensino Superior,União estável,40689,0,1,2021-03-18,0,1170,12,444
5081,1967,Ensino Médio,União estável,47821,1,1,2021-10-20,0,1199,4,47
5123,1951,Pós-graduação,Casado,27450,0,0,2021-04-15,0,1327,5,143
5756,1983,Ensino Superior,União estável,39453,1,0,2022-04-03,0,1149,5,55
8036,1971,Ensino Médio,União estável,26850,1,1,2022-04-18,0,1030,6,63
9058,1955,Ensino Superior,Viúva/Viúvo,79800,0,0,2020-09-23,1,1265,10,1867
5057,1961,Pós-graduação,Casado,61794,0,1,2021-09-14,0,1143,14,611
254,1955,Ensino Superior,União estável,53863,0,1,2022-05-17,0,1026,14,473
4179,1959,Ensino Superior,União estável,24221,0,0,2021-08-20,0,1252,4,55
3710,1984,Pós-graduação,Solteiro,39684,1,0,2020-10-12,1,1489,4,81
7627,1975,Pós-graduação,Casado,92163,0,0,2020-12-12,1,1212,10,2086
4501,1965,Pós-graduação,Solteiro,69882,0,0,2021-11-10,0,1054,12,1478
6424,1977,Ensino Superior,União estável,33178,1,0,2022-01-30,0,1040,4,49
3075,1972,Pós-graduação,Casado,59973,0,0,2021-09-11,0,1073,10,382
4992,1975,Pós-graduação,União estável,17459,1,0,2021-09-19,1,1287,5,69
5252,1969,Ensino Superior,Divorciado,23910,1,0,2020-10-26,0,1130,5,67
7444,1969,Pós-graduação,Casado,42169,1,1,2021-10-19,0,1276,4,30
6919,1978,Ensino Médio,Casado,26224,1,0,2021-06-04,0,1377,5,63
3537,1981,Ensino Superior,União estável,31089,1,0,2020-08-17,0,1608,7,79
10277,1961,Ensino Superior,Solteiro,30081,0,1,2021-02-21,0,1336,4,42
2453,1960,Ensino Superior,União estável,62807,0,1,2020-08-31,0,1054,17,819
7972,1955,Ensino Superior,Solteiro,72906,0,0,2021-09-17,0,1171,12,1151
895,1948,Pós-graduação,Casado,61467,0,2,2020-12-09,0,1215,15,594
1177,1966,Pós-graduação,União estável,49618,1,1,2021-01-26,0,1551,6,129
7141,1986,Pós-graduação,Solteiro,21888,1,0,2020-12-29,1,1152,7,213
7232,1973,Ensino Superior,Viúva/Viúvo,42429,0,1,2022-02-11,0,1121,4,67
8477,1956,Ensino Superior,Divorciado,26150,2,1,2021-03-11,0,1465,4,28
2457,1975,Ensino Médio,Casado,30801,0,1,2020-10-26,0,1708,4,45
988,1965,Ensino Superior,Casado,81168,0,0,2022-05-07,0,1059,13,1193
7930,1969,Pós-graduação,Solteiro,26877,0,0,2021-08-19,0,1234,9,268
4587,1944,Pós-graduação,Viúva/Viúvo,45006,0,0,2021-07-18,0,1240,10,266
6682,1973,Ensino Médio,Casado,18978,1,0,2020-12-11,0,1667,4,37
6222,1967,Ensino Superior,Casado,22574,2,1,2021-10-28,0,1281,5,37
10299,1969,Pós-graduação,Solteiro,48240,0,0,2020-11-09,1,1133,19,882
3083,1974,Ensino Superior,Casado,45837,1,1,2021-07-26,0,1167,11,373
8953,1965,Pós-graduação,Solteiro,35791,2,1,2021-05-06,0,1166,4,35
1503,1976,Pós-graduação,União estável,162397,1,1,2021-06-03,0,1595,1,107
8650,1978,Ensino Superior,Viúva/Viúvo,54162,1,1,2021-03-18,0,1227,4,42
10862,1960,Pós-graduação,Casado,30522,0,1,2020-08-17,0,1392,10,326
2782,1961,Pós-graduação,Casado,54456,0,1,2021-07-11,0,1177,13,404
6941,1971,Ensino Superior,Solteiro,31632,0,0,2021-07-14,0,1431,4,95
10972,1949,Ensino Superior,Viúva/Viúvo,72298,0,0,2022-03-10,0,1030,10,939
10708,1978,Ensino Médio,Solteiro,36975,1,0,2021-12-28,0,1083,4,33
6583,1955,Ensino Médio,Casado,72635,0,0,2021-06-03,0,1113,12,981
3641,1976,Ensino Superior,Casado,13624,1,0,2021-01-20,0,1423,5,36
10156,1975,Ensino Superior,Solteiro,84196,0,1,2021-06-03,0,1238,15,1237
4299,1960,Ensino Superior,União estável,70971,0,1,2020-09-21,1,1259,16,1825
3469,1977,Pós-graduação,Divorciado,34487,1,1,2020-09-06,0,1575,6,103
5063,1977,Ensino Superior,Solteiro,28769,1,0,2020-12-18,0,1194,8,191
10727,1970,Pós-graduação,Casado,69084,1,0,2021-11-19,0,1019,20,1586
9624,1958,Pós-graduação,União estável,65488,0,0,2022-06-13,0,1035,9,963
5156,1970,Ensino Médio,Casado,62466,0,1,2022-01-15,0,1035,18,889
4376,1960,Ensino Médio,Solteiro,32218,0,0,2022-02-15,1,1067,5,93
8923,1973,Ensino Superior,Solteiro,83917,0,0,2021-04-18,1,1116,13,1587
8461,1962,Ensino Superior,Divorciado,46102,2,1,2022-03-10,0,1136,3,16
6945,1952,Ensino Superior,Solteiro,84574,0,0,2021-06-04,0,1101,20,1375
944,1962,Ensino Superior,Casado,56181,0,1,2021-01-08,0,1069,11,393
1907,1950,Pós-graduação,Divorciado,63120,0,1,2020-09-28,1,1334,17,1477
701,1971,Ensino Superior,Casado,73691,0,1,2021-11-06,0,1030,14,1179
3856,1960,Ensino Superior,União estável,63381,0,1,2020-10-05,0,1250,17,1005
4149,1948,Pós-graduação,União estável,76140,0,0,2022-05-13,0,1027,11,1348
2131,1959,Pós-graduação,Divorciado,62859,0,1,2020-12-30,0,1185,15,1307
2942,1964,Ensino Superior,Solteiro,45906,0,1,2021-05-07,0,1252,9,486
1173,1947,Pós-graduação,União estável,77632,0,0,2021-03-10,1,1354,10,2252
4381,1971,Pós-graduação,Casado,46463,1,1,2021-08-18,0,1126,9,235
4611,1970,Ensino Superior,União estável,105471,0,0,2021-01-21,1,1076,22,1724
3376,1970,Pós-graduação,Divorciado,55282,1,0,2021-12-13,0,1030,9,235
4679,1977,Pós-graduação,Casado,78710,0,1,2022-05-23,0,1024,19,1092
10928,1958,Ensino Superior,União estável,66886,0,1,2021-09-16,0,1170,14,599
4248,1960,Pós-graduação,Solteiro,98777,0,0,2022-02-17,0,1039,13,2008
6728,1985,Ensino Superior,União estável,29103,1,0,2020-08-27,0,1484,4,48
6661,1974,Ensino Superior,Casado,67445,0,1,2020-08-12,0,1086,21,1174
4725,1950,Pós-graduação,União estável,50616,0,1,2022-04-13,0,1051,5,67
3277,1955,Ensino Superior,Divorciado,49431,0,1,2020-08-03,0,1231,12,365
5555,1975,Ensino Superior,Divorciado,153924,0,0,2022-02-07,0,,,
2564,1953,Ensino Superior,União estável,61278,0,1,2022-01-04,0,1111,7,165
946,1958,Ensino Médio,União estável,26490,0,0,2020-09-22,0,1537,8,210
